Date,TotalDailyEnergy_GWh,maxtp,mintp,ConfirmedCovidCases,TotalConfirmedCovidCases,ConfirmedCovidDeaths,TotalCovidDeaths
01/01/2020,61.625,10,5,0,0,0,0
02/01/2020,69.005,12.2,6.5,0,0,0,0
03/01/2020,69.466,9.3,4.1,0,0,0,0
04/01/2020,61.551,9.9,6.3,0,0,0,0
05/01/2020,60.566,12.2,8,0,0,0,0
06/01/2020,70.731,10.6,5.9,0,0,0,0
07/01/2020,71.849,14.3,7.6,0,0,0,0
08/01/2020,70.834,9.2,4.2,0,0,0,0
09/01/2020,72.527,6.8,1.7,0,0,0,0
10/01/2020,70.558,11.9,3.6,0,0,0,0
11/01/2020,61.72,13.2,6.5,0,0,0,0
12/01/2020,61.445,8.8,3.1,0,0,0,0
13/01/2020,71.374,9.2,3,0,0,0,0
14/01/2020,72.493,5.7,3.4,0,0,0,0
15/01/2020,71.646,8.4,4,0,0,0,0
16/01/2020,71.547,10.7,5.1,0,0,0,0
17/01/2020,70.927,6.5,1.4,0,0,0,0
18/01/2020,55.42,5.3,-2,0,0,0,0
19/01/2020,62.321,8.1,-1.4,0,0,0,0
20/01/2020,72.579,9.6,0.2,0,0,0,0
21/01/2020,72.693,8.7,5.4,0,0,0,0
22/01/2020,71.923,9.9,6.7,0,0,0,0
23/01/2020,72.723,7.3,4.5,0,0,0,0
24/01/2020,72.011,7.9,4.6,0,0,0,0
25/01/2020,63.435,9.5,6.7,0,0,0,0
26/01/2020,65.454,9.6,3.5,0,0,0,0
27/01/2020,73.02,5.4,0.9,0,0,0,0
28/01/2020,74.661,6.3,0.9,0,0,0,0
29/01/2020,73.72,9.7,4.2,0,0,0,0
30/01/2020,71.699,11.4,5.3,0,0,0,0
31/01/2020,70.783,12.7,8.4,0,0,0,0
01/02/2020,62.964,9.8,5.5,0,0,0,0
02/02/2020,61.968,11.1,4.8,0,0,0,0
03/02/2020,71.616,8.6,4.7,0,0,0,0
04/02/2020,73.03,9.9,2.1,0,0,0,0
05/02/2020,73.205,10.2,1.8,0,0,0,0
06/02/2020,73.054,10,4.4,0,0,0,0
07/02/2020,72.68,11.4,4.7,0,0,0,0
08/02/2020,62.976,11.4,3.9,0,0,0,0
09/02/2020,61.587,12.5,4.2,0,0,0,0
10/02/2020,77.369,7.1,0.5,0,0,0,0
11/02/2020,78.595,6.3,2.3,0,0,0,0
12/02/2020,74.568,7.8,2.9,0,0,0,0
13/02/2020,74.878,10,4.2,0,0,0,0
14/02/2020,71.603,11.4,5.2,0,0,0,0
15/02/2020,57.092,11.5,6.8,0,0,0,0
16/02/2020,65.057,9,4.1,0,0,0,0
17/02/2020,76.025,7.9,4,0,0,0,0
18/02/2020,74.533,8.3,3.7,0,0,0,0
19/02/2020,72.169,10.3,4.6,0,0,0,0
20/02/2020,72.876,9.6,2.2,0,0,0,0
21/02/2020,72.272,11,5.9,0,0,0,0
22/02/2020,62.218,10.5,5.5,0,0,0,0
23/02/2020,61.411,12.1,5,0,0,0,0
24/02/2020,71.048,11.3,4.5,0,0,0,0
25/02/2020,73.607,5.7,1.6,0,0,0,0
26/02/2020,73.104,7,2.1,0,0,0,0
27/02/2020,72.723,8.6,0.1,0,0,0,0
28/02/2020,71.547,12.3,4.7,0,0,0,0
29/02/2020,62.127,6.6,1.5,1,1,0,0
01/03/2020,61.844,7.6,2,0,0,0,0
02/03/2020,72.37,7.6,1.5,0,0,0,0
03/03/2020,72.576,9.1,2.7,1,2,0,0
04/03/2020,71.718,10.1,0.7,4,6,0,0
05/03/2020,71.608,8.6,-0.8,7,13,0,0
06/03/2020,69.75,9.3,4.2,5,18,0,0
07/03/2020,60.966,12,7.3,1,19,0,0
08/03/2020,60.251,9.6,5.5,2,21,0,0
09/03/2020,70.954,11.6,6,3,24,0,0
10/03/2020,71.127,11.8,6,10,34,0,0
11/03/2020,70.236,10.8,3,9,43,1,1
12/03/2020,70.697,9,2.6,27,70,0,1
13/03/2020,68.575,9.9,4.8,20,90,0,1
14/03/2020,52.384,11.9,5.9,39,129,1,2
15/03/2020,60.197,10.2,3.5,40,169,0,2
16/03/2020,68.735,10.4,1.9,54,223,0,2
17/03/2020,62.043,13.8,6,69,292,0,2
18/03/2020,68.354,7.9,1.9,74,366,0,2
19/03/2020,69.002,9.4,0.3,191,557,1,3
20/03/2020,68.452,9.3,-1.8,126,683,0,3
21/03/2020,61.449,6.3,4.4,102,785,0,3
22/03/2020,59.24,11.3,3.7,121,906,1,4
23/03/2020,67.627,12,3.1,219,1125,2,6
24/03/2020,68.258,12.6,7.1,204,1329,1,7
25/03/2020,67.132,13.8,7.4,235,1564,2,9
26/03/2020,67.207,12.3,5.7,255,1819,10,19
27/03/2020,66.549,14.4,2.3,302,2121,3,22
28/03/2020,58.779,12,5.2,294,2415,14,36
29/03/2020,56.768,8.7,0.6,200,2615,10,46
30/03/2020,67.534,11.2,-0.7,295,2910,8,54
31/03/2020,67.232,11.8,1.4,325,3235,17,71
01/04/2020,67.124,10.1,5,212,3447,14,85
02/04/2020,67.749,11.2,6.9,402,3849,13,98
03/04/2020,67.187,12,7,424,4273,22,120
04/04/2020,60.724,13.1,5.8,331,4604,17,137
05/04/2020,60.162,13.9,9.1,390,4994,21,158
06/04/2020,67.241,12.3,5.9,370,5364,16,174
07/04/2020,66.988,14.9,4.3,345,5709,36,210
08/04/2020,67.766,16.6,4.7,365,6074,25,235
09/04/2020,67.83,18.9,6.1,500,6574,28,263
10/04/2020,66.382,17.5,8.9,480,7054,25,287
11/04/2020,60.014,16.3,8.1,553,8928,33,320
12/04/2020,59.039,9.5,6.2,430,9655,14,334
13/04/2020,61.809,13.5,2.6,527,10647,31,365
14/04/2020,66.561,14.7,-0.1,548,11479,41,406
15/04/2020,68.932,17.3,2.6,657,12547,38,444
16/04/2020,68.32,18,2.6,629,13271,43,486
17/04/2020,67.095,18,6.2,597,13980,44,530
18/04/2020,53.629,12.2,9.7,630,14758,41,571
19/04/2020,63.292,14.1,8.4,445,15251,39,610
20/04/2020,68.099,17.9,5.4,401,15652,77,687
21/04/2020,67.713,14.4,3.5,388,16040,44,730
22/04/2020,68.374,17.2,4.6,631,16671,49,769
23/04/2020,69.148,20.1,5.7,936,17607,28,794
24/04/2020,69.213,18.7,10.1,577,18184,37,1014
25/04/2020,62.733,19.5,7.7,377,18561,42,1063
26/04/2020,60.947,12.1,6.5,701,19262,26,1087
27/04/2020,67.491,14.6,3,386,19648,18,1102
28/04/2020,67.694,14.9,3.3,229,19877,59,1159
29/04/2020,68.609,13.6,5.3,376,20253,31,1190
30/04/2020,68.584,13,5.9,359,20612,43,1232
01/05/2020,67.242,12.6,5.8,221,20833,34,1265
02/05/2020,61.341,15.6,3.8,343,21176,25,1286
03/05/2020,61.808,17,8,330,21506,19,1303
04/05/2020,62.551,17.9,4.3,266,21772,16,1319
05/05/2020,70.733,15.8,8.7,211,21983,23,1339
06/05/2020,69.151,17.1,10.7,265,22248,37,1375
07/05/2020,69.155,18.4,10.4,137,22385,29,1403
08/05/2020,69.385,19.6,10.4,156,22541,27,1429
09/05/2020,63.653,21.3,8.4,219,22760,18,1446
10/05/2020,61.279,13,4.8,236,22996,12,1458
11/05/2020,67.732,12.6,2.1,139,23135,15,1467
12/05/2020,61.97,13.2,0.4,107,23242,24,1488
13/05/2020,68.189,13.1,2.9,159,23401,10,1497
14/05/2020,68.406,16.1,0.4,426,23827,10,1506
15/05/2020,67.731,14.3,3.3,129,23956,16,1518
16/05/2020,60.838,13.9,7.2,92,24048,15,1533
17/05/2020,61.265,17.2,10.1,64,24112,10,1543
18/05/2020,68.995,17.2,11.1,88,24200,4,1547
19/05/2020,72.478,20.5,12.5,51,24251,16,1561
20/05/2020,70.42,19.6,11.3,64,24315,11,1571
21/05/2020,68.833,18.1,9.8,76,24391,12,1583
22/05/2020,67.533,15,10.1,115,24506,11,1592
23/05/2020,54.136,15.3,10.2,76,24582,13,1604
24/05/2020,62.518,17.5,10,57,24639,4,1608
25/05/2020,69.362,17.2,8,59,24698,0,1606
26/05/2020,72.157,18.9,10.6,37,24735,9,1615
27/05/2020,74.177,22.5,9.5,73,24803,17,1631
28/05/2020,74.723,24.2,12.8,46,24841,9,1639
29/05/2020,72.694,22,14.4,39,24876,6,1645
30/05/2020,67.948,24.2,12.2,59,24929,9,1651
31/05/2020,67.801,25.4,12.8,66,24990,2,1652
01/06/2020,69.307,26,9.6,77,25062,1,1650
02/06/2020,73.288,23.3,12.3,10,25066,8,1658
03/06/2020,70.3,19.1,9.9,47,25111,3,1659
04/06/2020,69.208,14.9,9.5,38,25142,5,1664
05/06/2020,67.782,16.4,6.4,28,25163,7,1670
06/06/2020,59.85,13.5,6.4,24,25183,9,1678
07/06/2020,60.734,15.4,10.7,25,25201,1,1679
08/06/2020,68.934,13.7,9.7,9,25207,4,1683
09/06/2020,70.565,15.4,9.2,9,25215,9,1691
10/06/2020,70.088,14.8,9.7,19,25231,5,1695
11/06/2020,70.437,18.1,9.2,8,25238,8,1703
12/06/2020,69.985,17,10.6,13,25250,3,1705
13/06/2020,63.46,19.8,12.5,46,25295,5,1705
14/06/2020,63.904,21.4,12.2,8,25303,1,1706
15/06/2020,72.478,22.6,9.3,18,25321,0,1706
16/06/2020,71.173,16.6,11.7,14,25334,3,1709
17/06/2020,70.162,16.9,11.3,8,25341,3,1710
18/06/2020,70.779,18,9.6,16,25355,4,1714
19/06/2020,67.866,18.1,9,13,25368,2,1714
20/06/2020,53.306,16.9,9.6,22,25374,2,1715
21/06/2020,61.444,16.7,12.2,6,25379,0,1715
22/06/2020,71.297,20.7,12.1,4,25383,2,1717
23/06/2020,72.108,16.9,12.3,10,25391,3,1720
24/06/2020,72.927,20,11.9,5,25396,6,1726
25/06/2020,74.167,21.7,12.5,11,25405,1,1727
26/06/2020,70.269,17.5,13.1,11,25414,3,1730
27/06/2020,61.543,15.2,12.1,23,25437,6,1734
28/06/2020,60.68,15.3,11.2,1,25438,1,1735
29/06/2020,69.559,13.3,11.2,24,25462,0,1735
30/06/2020,70.667,16.1,11.2,11,25473,1,1736
01/07/2020,70.049,16.4,10.4,6,25477,3,1738
02/07/2020,70.639,18,11.5,15,25489,5,1738
03/07/2020,71.384,17.9,11.9,9,25498,2,1740
04/07/2020,64.132,17.7,13,11,25509,1,1741
05/07/2020,61.394,15.6,11.6,18,25527,0,1741
06/07/2020,70.936,17.2,11.2,4,25531,0,1741
07/07/2020,72.279,15.6,11,24,25538,1,1742
08/07/2020,71.796,16.1,12.7,11,25542,0,1738
09/07/2020,71.524,18.4,10.7,23,25565,6,1743
10/07/2020,70.136,17.1,8.5,25,25589,1,1744
11/07/2020,64.838,19.6,8.8,23,25611,2,1746
12/07/2020,63.44,18.5,12,17,25628,0,1746
13/07/2020,72.363,17.1,12.2,11,25638,0,1746
14/07/2020,72.228,15.4,11.5,32,25670,0,1746
15/07/2020,72.73,18.4,12.9,14,25683,2,1748
16/07/2020,75.669,21.4,13.8,21,25698,1,1749
17/07/2020,74.434,17.4,15,34,25730,3,1752
18/07/2020,64.62,18.2,9.7,21,25750,2,1753
19/07/2020,64.125,18.7,7,10,25760,0,1753
20/07/2020,71.994,19.4,7,6,25766,0,1753
21/07/2020,73.57,20,8.4,36,25802,0,1753
22/07/2020,74.431,19.6,13.8,17,25819,1,1754
23/07/2020,73.079,18.9,13.4,7,25826,9,1763
24/07/2020,72.463,19.9,12.7,20,25845,0,1763
25/07/2020,54.966,17.8,13.4,24,25869,1,1764
26/07/2020,62.227,17.3,13,12,25881,0,1764
27/07/2020,71.314,17.2,13,11,25892,0,1764
28/07/2020,71.489,17.8,11.7,40,25929,0,1764
29/07/2020,71.851,15.9,12.1,14,25942,0,1764
30/07/2020,73.02,19.1,15.6,85,26027,1,1763
31/07/2020,74.319,20.8,13.6,38,26065,0,1763
01/08/2020,63.461,17.2,12.2,45,26109,0,1763
02/08/2020,62.296,17.2,11.3,53,26162,0,1763
03/08/2020,63.404,17.9,12.1,46,26208,0,1763
04/08/2020,75.345,22,12.9,45,26253,0,1763
05/08/2020,75.558,18.8,14.5,50,26303,0,1763
06/08/2020,76.095,22.1,12.4,69,26372,5,1768
07/08/2020,75.747,20.1,11.5,98,26470,4,1772
08/08/2020,67.477,22.3,9.6,174,26644,1,1772
09/08/2020,70.097,22.9,13.7,68,26712,0,1772
10/08/2020,75.188,21,14,57,26768,0,1772
11/08/2020,78.198,22.9,13.1,35,26801,1,1773
12/08/2020,76.987,24.1,12.8,40,26838,1,1774
13/08/2020,79.014,22,14.2,92,26929,0,1774
14/08/2020,81.841,23,16.6,67,26995,0,1774
15/08/2020,73.851,23.6,16.2,200,27191,0,1774
16/08/2020,68.189,21.6,16.7,66,27257,0,1774
17/08/2020,74.174,18.7,15.5,56,27313,0,1774
18/08/2020,77.039,21.7,13.4,190,27499,1,1775
19/08/2020,75.439,18.9,14,54,27547,2,1775
20/08/2020,73.08,19.6,13.3,136,27676,1,1776
21/08/2020,72.134,18.5,13.7,79,27755,0,1776
22/08/2020,54.907,16.1,13.9,156,27908,2,1777
23/08/2020,62.837,17.4,13.6,61,27969,0,1777
24/08/2020,72.94,20.5,13.5,147,28116,0,1777
25/08/2020,73.218,17.6,14.1,92,28201,0,1777
26/08/2020,73.859,18.4,13.3,164,28363,0,1777
27/08/2020,74.466,17.5,12.5,93,28453,0,1777
28/08/2020,71.18,18,10.7,127,28578,0,1777
29/08/2020,61.754,16,8.9,142,28720,0,1777
30/08/2020,61.385,16.5,6.3,42,28760,0,1777
31/08/2020,70.498,18.6,8.2,53,28811,0,1777
01/09/2020,73.195,21,14.1,217,29025,0,1777
02/09/2020,78.441,20.2,14.8,89,29114,1,1777
03/09/2020,72.769,17.8,13.1,95,29206,0,1777
04/09/2020,70.431,17,11.8,98,29303,0,1777
05/09/2020,62.062,16.6,11.1,231,29534,0,1777
06/09/2020,62.851,17.5,13,138,29672,0,1777
07/09/2020,72.16,17.2,13.7,102,29774,0,1777
08/09/2020,77.23,20.4,15.7,307,30080,1,1778
09/09/2020,70.977,17,10.9,84,30164,3,1781
10/09/2020,70.873,15.2,11.8,196,30360,0,1781
11/09/2020,70.9,15.2,12.2,211,30571,1,1781
12/09/2020,62.508,18.1,10.9,159,30730,2,1783
13/09/2020,64.824,21.3,15.7,255,30985,1,1784
14/09/2020,73.771,18,15,208,31192,0,1784
15/09/2020,70.897,21.8,15.1,357,31549,3,1787
16/09/2020,77.122,23.2,14.7,254,31799,3,1788
17/09/2020,77.26,20.9,12.9,240,32023,1,1789
18/09/2020,71.922,20.1,8.8,253,32271,3,1792
19/09/2020,54.3,18,8.4,274,32538,0,1792
20/09/2020,62.349,19,6.9,396,32933,0,1792
21/09/2020,70.872,16.2,11,188,33121,0,1792
22/09/2020,72.356,17.2,9.9,334,33444,0,1792
23/09/2020,70.91,13.8,8,234,33675,2,1794
24/09/2020,71.63,13.5,8.1,324,33994,3,1797
25/09/2020,69.776,14,8.2,326,34315,0,1797
26/09/2020,65.455,13.8,2.9,248,34560,5,1802
27/09/2020,63.628,16.7,2.6,430,34990,0,1802
28/09/2020,72.255,16.2,7.9,390,35377,0,1802
29/09/2020,72.558,16.2,6,363,35740,1,1803
30/09/2020,75.206,13.8,6.5,429,36155,1,1804
01/10/2020,73.678,12,5.2,442,36597,4,1806
